City_station,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3
Bengaluru,1/13/2020,53.93,10.78,38.77,41.27,1.11,6.51,46.68
Bengaluru,1/14/2020,64.35,10.27,43.03,43.97,1.08,7.03,47.83
Bengaluru,1/15/2020,45.19,10.74,35.06,37.49,0.93,7.78,55.92
Bengaluru,1/16/2020,39.36,7.12,38.18,37.98,1.2,7.7,59.83
Bengaluru,1/17/2020,34.68,12.3,39.38,43.73,1.27,7.3,43.88
Bengaluru,1/18/2020,26.9,6.83,26.29,28.93,0.95,5.81,24.91
Bengaluru,1/19/2020,26.66,5.34,23.43,25.93,0.96,5.8,29.97
Bengaluru,1/20/2020,34.51,6.77,33.42,35.46,1.07,5.74,35.59
Bengaluru,1/21/2020,37.86,6.26,33.67,33.87,1.1,6.86,36.29
Bengaluru,1/22/2020,28.25,6.1,30.62,31.73,1.23,6.35,32.1
Bengaluru,1/23/2020,41.13,8.76,30.76,30.61,1.1,7.64,31.17
Bengaluru,1/24/2020,42.19,7.99,39.01,40.6,1.22,7.44,29.94
Bengaluru,1/25/2020,44.82,10.87,46.43,49.87,1.23,6.85,30.14
Bengaluru,1/26/2020,44.48,9.21,45.71,48.99,1.1,8.32,36.55
Bengaluru,1/27/2020,45.49,12.1,41.23,46.01,1.24,9.36,42.71
Bengaluru,1/28/2020,52.63,6.61,33.37,34.73,1.17,13.04,47.28
Bengaluru,1/29/2020,46.45,8.04,38.65,38.26,0.99,11.45,50.62
Bengaluru,1/30/2020,43.42,17.25,47.61,53.47,1.19,9.86,37.97
Bengaluru,1/31/2020,46.36,5.39,37.62,35.68,1.05,8.97,47.97
Bengaluru,2/1/2020,52.07,5.09,31.67,30.74,1.03,10.3,43.71
Bengaluru,2/2/2020,35.27,4.24,24.1,23.37,0.81,6.12,39.98
Bengaluru,2/3/2020,33.79,9.12,34.38,35.34,0.96,7.34,32.47
Bengaluru,2/4/2020,29.27,7.82,32.2,33.89,1,6.81,32
Bengaluru,2/5/2020,30.66,6.88,30.15,32.31,1.16,7.47,34.73
Bengaluru,2/6/2020,43.83,7.34,35.14,37.61,1.11,6.93,41.55
Bengaluru,2/7/2020,49.51,5.71,31.27,32.33,1.06,8.53,41.16
Bengaluru,2/8/2020,45.3,5.64,30.49,30.83,0.95,7.2,38.36
Bengaluru,2/9/2020,52.39,4.66,25.96,26.24,1.06,10.99,34.35
Bengaluru,2/10/2020,35.53,5.3,26.2,26.76,1.09,8.07,32.75
Bengaluru,2/11/2020,33.94,6.41,28.99,27.96,1.07,7.08,34.75
Bengaluru,2/12/2020,32.82,6.23,28.34,27.32,0.93,7.06,34.6
Bengaluru,2/13/2020,37.67,9.5,37.32,38.56,1.06,7.06,34.92
Bengaluru,2/14/2020,50.47,15.25,46.46,49,1.29,6.98,45.01
Bengaluru,2/15/2020,54.91,16.22,54.43,56.07,1.24,7.48,46.99
Bengaluru,2/16/2020,45.02,6.18,36.76,32.5,0.99,8.14,49.12
Bengaluru,2/17/2020,41.66,14.05,43.77,45.43,1.15,9.48,42.21
Bengaluru,2/18/2020,43.29,6.85,42.79,38.88,1.07,7.44,47.44
Bengaluru,2/19/2020,55.31,6.29,36.85,34.52,1.28,7.62,49.57
Bengaluru,2/20/2020,47.86,7.98,33.04,34.36,1.06,5.97,38.42
Bengaluru,2/21/2020,30.24,4.56,24.85,26.87,1,6.25,40.89
Bengaluru,2/22/2020,33.96,4.67,23.75,26.23,0.98,6.62,37.76
Bengaluru,2/23/2020,36.3,4.15,21.8,23.7,1.09,5.92,49.19
Bengaluru,2/24/2020,35.6,5.07,25.61,28.15,1.01,5.93,43.59
Bengaluru,2/25/2020,41.83,5,31.08,33.28,1.28,6.01,50.22
Bengaluru,2/26/2020,47.39,5.03,27.21,30.32,0.97,5.38,36.49
Bengaluru,2/27/2020,39.39,5.95,31.61,33.19,1.16,6.72,41.29
Bengaluru,2/28/2020,42.58,5.36,26.77,29.54,1.06,6.75,46.4
Bengaluru,2/29/2020,48.75,5.79,27.79,30.87,1.01,6.22,47.04
Bengaluru,3/1/2020,56.2,3.51,21.91,21.37,0.98,7.09,49.93
Bengaluru,3/2/2020,53.75,6.52,29.55,32.36,1.18,6.36,48.39
Bengaluru,3/3/2020,70.78,8.97,32.33,35.82,1.27,6.96,61.01
Bengaluru,3/4/2020,55.66,12.1,33.05,39.86,1.22,6.6,52.01
Bengaluru,3/5/2020,57.89,6.09,28.68,30.95,1.04,7.21,53.06
Bengaluru,3/6/2020,41.84,5.52,23.14,25.33,0.94,8.07,50.82
Bengaluru,3/7/2020,44.33,5.26,26.8,28.22,0.98,7.12,37.49
Bengaluru,3/8/2020,38.66,3.91,21.71,22.73,0.88,6.71,40.31
Bengaluru,3/9/2020,38.88,4.74,23.26,24.69,0.99,7.41,45.57
Bengaluru,3/10/2020,41.48,3.92,22.84,23.81,0.94,7.08,50.57
Bengaluru,3/11/2020,39.57,4.86,25.62,27.1,0.96,8.25,50.73
Bengaluru,3/12/2020,34.62,6.45,28.58,30.35,1.05,6.36,49.83
Bengaluru,3/13/2020,34.77,6.76,27.42,30.03,0.93,7.36,42.26
Bengaluru,3/14/2020,29.97,5.47,27.04,28.63,0.91,6.65,38.8
Bengaluru,3/15/2020,33.96,4.07,22.19,23.19,0.92,6.97,49.32
Bengaluru,3/16/2020,26.15,4.54,21.45,23.54,0.84,6.75,36.51
Bengaluru,3/17/2020,24.15,4.75,19.78,22.33,0.86,7.01,31.85
Bengaluru,3/18/2020,29.66,4.54,24.72,25.9,0.9,7.25,39.28
Bengaluru,3/19/2020,38.15,4.96,26.49,27.94,0.93,7.97,55.4
Bengaluru,3/20/2020,43.31,3.79,23.38,24.16,0.98,6.97,53.12
Bengaluru,3/21/2020,40.62,6.2,31.05,32.76,1.06,6.75,59.91
Bengaluru,3/22/2020,30.16,4.2,13.39,14.52,0.82,6.92,48.99
Bengaluru,3/23/2020,40.28,4.01,20.12,20.75,1.05,6.03,42.02
Bengaluru,3/24/2020,50.85,3.45,15.65,16.61,0.86,6.39,39.76
Bengaluru,3/25/2020,25.25,2.62,9.73,11.41,0.76,7.92,38.24
Bengaluru,3/26/2020,27.77,2.55,8.99,10.63,0.7,5.87,35.05
Bengaluru,3/27/2020,27.47,3.22,9.44,11.22,0.85,6.49,35.6
Bengaluru,3/28/2020,24.89,2.63,10.58,12.06,0.85,6.11,36.29
Bengaluru,3/29/2020,28.45,2.99,12.22,14.05,0.85,6.37,37.19
Bengaluru,3/30/2020,32.46,3.02,11.09,13.51,0.91,6.77,41.31
Bengaluru,3/31/2020,22.01,2.9,10.09,11.79,0.83,5.11,42.69
Bengaluru,4/1/2020,22.54,2.51,10.37,11.6,0.76,5.81,41.52
Bengaluru,4/2/2020,27.12,2.43,9.58,10.93,0.86,5.56,46.12
Bengaluru,4/3/2020,34.12,2.43,9.69,11.07,0.77,6.8,49.16
Bengaluru,4/4/2020,31.93,2.43,9.23,10.79,0.72,6.51,43.88
Bengaluru,4/5/2020,30.26,2.48,9.81,11.62,0.8,6.06,39.66
Bengaluru,4/6/2020,22.68,2.34,11.52,11.77,0.71,4.44,42.79
Bengaluru,4/7/2020,15.14,3.05,13.48,14.79,0.71,5.3,42.61
Bengaluru,4/8/2020,18.39,2.74,13.73,14.46,0.72,5.55,52.65
Bengaluru,4/9/2020,23.32,2.51,12.38,13.21,0.73,5.83,48.84
Bengaluru,4/10/2020,30.06,3.98,11.5,11.44,0.67,6.1,47.67
Bengaluru,4/11/2020,26.99,2.35,10.63,11.3,0.79,6.06,45.02
Bengaluru,4/12/2020,22.38,2.68,11.74,12.7,0.72,4.78,47
Bengaluru,4/13/2020,25.61,3.74,15.57,16.92,0.71,5.75,46.22
Bengaluru,4/14/2020,30.24,3.61,15.73,16.73,0.69,6.34,46.63
Bengaluru,4/15/2020,33.62,2.76,13.81,14.7,0.67,8.19,46.04
Bengaluru,4/16/2020,25.27,2.65,12.73,13.63,0.73,6.55,43.3
Bengaluru,4/17/2020,40,2.62,12.28,13.36,0.65,5.77,41.22
Bengaluru,4/18/2020,34.03,2.53,11.74,12.25,0.72,5.59,39.05
Bengaluru,4/19/2020,24.22,2.61,10.48,11.63,0.61,6.21,36.3
Bengaluru,4/20/2020,19.42,2.57,10.76,11.72,0.55,6.75,32.7
Bengaluru,4/21/2020,17.04,3.12,13.02,13.46,0.78,6.2,31.78
Bengaluru,4/22/2020,19.95,2.71,10.17,11.49,0.68,6.79,34.71
Bengaluru,4/23/2020,26.1,2.9,11.41,13.28,0.67,6.36,38.1
Bengaluru,4/24/2020,26.25,3.38,13.05,15.61,0.75,6.54,34.36
Bengaluru,4/25/2020,25.98,3.67,13.04,15.19,0.69,5.83,30.95
Bengaluru,4/26/2020,21.32,3.03,11.76,13.11,0.82,5.47,37.25
Bengaluru,4/27/2020,19.25,3.17,11.69,14.32,0.76,5.55,33.06
Bengaluru,4/28/2020,20.74,2.71,11.24,13.01,0.79,5.86,33.9
Bengaluru,4/29/2020,13.68,2.68,12.02,13.47,0.74,5.73,30.77
Bengaluru,4/30/2020,20.3,4.21,15.27,17.17,0.75,5.45,32.26
Bengaluru,5/1/2020,24.81,3.34,12.6,14.65,0.67,6.28,40.97
Bengaluru,5/2/2020,18.36,3.13,14.26,15.24,0.8,6.19,38.88
Bengaluru,5/3/2020,22.35,3.02,17.28,16.81,0.82,6.23,39.28
Bengaluru,5/4/2020,26.1,2.7,18.88,17.75,0.86,7.16,42.46
Bengaluru,5/5/2020,29.23,3.09,18.26,17.24,0.82,7.44,43.07
Bengaluru,5/6/2020,23.02,2.81,17.4,16.58,0.93,6.85,38.88
Bengaluru,5/7/2020,26.87,2.9,18.2,17.08,0.88,6.09,34.69
Bengaluru,5/8/2020,17.61,3,16.86,16.68,0.77,7.14,31.87
Bengaluru,5/9/2020,21.05,3.05,14.05,15.16,0.77,7.51,30.1
Bengaluru,5/10/2020,24.29,3.02,13.18,13.74,0.77,6.93,34.13
Bengaluru,5/11/2020,20.58,3.08,14.23,14.33,0.81,7.7,35.18
Bengaluru,5/12/2020,15.43,3.19,14.13,14.61,0.73,6.05,26.07
Bengaluru,5/13/2020,14.56,3.27,13.82,14.5,0.8,6.09,27.46
Bengaluru,5/14/2020,24.81,3.9,15.82,16.02,0.74,6.12,33.15
Bengaluru,5/15/2020,17.34,4.43,16.79,16.78,0.87,7.39,25.11
Bengaluru,5/16/2020,23.44,3.89,18.22,17.24,0.96,7.06,32.49
Bengaluru,5/17/2020,21.25,3.12,13.24,12.56,0.72,7.19,36.41
Bengaluru,5/18/2020,16.82,7.57,12.91,11.92,0.85,6.14,35.55
Bengaluru,5/19/2020,23.81,3.75,13.11,13.59,0.73,5.67,27.88
Bengaluru,5/20/2020,17.9,4.3,13.77,15.4,0.72,6.05,26.03
Bengaluru,5/21/2020,19.53,4.38,14.59,16.17,0.74,5.8,26.55
Bengaluru,5/22/2020,18.13,4.32,15.13,16.51,0.79,5.59,34.42
Bengaluru,5/23/2020,19.52,3.49,15.05,15.53,0.72,6.29,39.84
Bengaluru,5/24/2020,18.62,3.28,13.03,13.26,0.59,5.64,27.7
Bengaluru,5/25/2020,21.06,3.88,16.82,17.08,0.7,5.81,33.26
Bengaluru,5/26/2020,22.25,4.18,16.47,16.95,0.76,6.38,34.72
Bengaluru,5/27/2020,19.81,4.73,18.54,18.77,0.92,6.03,26.83
Bengaluru,5/28/2020,28.46,4.48,14.85,16.36,0.66,6.24,27.7
Bengaluru,5/29/2020,23.16,5.1,15.72,17.14,0.7,6.48,25.16
Bengaluru,5/30/2020,15.87,4.12,18.27,17.45,0.74,6.27,24.01
Bengaluru,5/31/2020,23.32,2.39,11.58,10.32,0.84,7.01,25.66
Bengaluru,6/1/2020,9.16,2.64,9.72,9.4,0.6,6.78,20.96
Bengaluru,6/2/2020,8.95,3.09,9.76,10.18,0.57,6.65,17.46
Bengaluru,6/3/2020,9.69,4.22,9.78,10.9,0.6,6.85,19.62
Bengaluru,6/4/2020,10.91,7.19,11.51,13.01,0.62,6.94,17.73
Bengaluru,6/5/2020,22.88,3.88,19.65,18.98,0.66,7.12,18.92
Bengaluru,6/6/2020,18.18,4.61,17.1,16.43,0.6,7.16,18.22
Bengaluru,6/7/2020,17.6,3.45,13.32,12.94,0.57,7.11,14.91
Bengaluru,6/8/2020,20.16,4.64,15.31,15.43,0.65,6.88,16.9
Bengaluru,6/9/2020,21.7,4.65,15.48,16.43,0.62,6.99,16.73
Bengaluru,6/10/2020,25.44,11.1,15.98,17.72,0.66,6.92,15.65
Bengaluru,6/11/2020,16.53,5.74,14.7,16.75,0.67,6.99,12.9
Bengaluru,6/12/2020,16.84,5.17,13.83,15.48,0.64,7.2,15.56
Bengaluru,6/13/2020,16.79,5.42,14.67,16.68,0.72,7.33,15.52
Bengaluru,6/14/2020,16.66,4.77,12.31,14.6,0.56,6.86,13.54
Bengaluru,6/15/2020,19.57,5.15,13.01,15.5,0.62,7.68,16.22
Bengaluru,6/16/2020,17.07,5.16,13.32,15.94,0.6,7.21,16.51
Bengaluru,6/17/2020,18.29,5.9,14.1,17.22,0.65,7.74,13.01
Bengaluru,6/18/2020,28.32,5.57,13.98,16.54,0.73,7.27,12.63
Bengaluru,6/19/2020,21.55,4.82,13.87,15.89,0.66,7.22,12.34
Bengaluru,6/20/2020,18.32,4.48,13.62,14.97,0.66,7.81,14.16
Bengaluru,6/21/2020,18.18,4.6,12.45,14.83,0.54,7.47,13.37
Bengaluru,6/22/2020,15.65,5.59,14.45,17.28,0.62,7.18,13.04
Bengaluru,6/23/2020,20.38,5.16,14.6,17.11,0.62,6.98,17.72
Bengaluru,6/24/2020,19.72,5.41,14.61,16.98,0.61,6.86,18.26
Bengaluru,6/25/2020,16.93,6.01,17.67,19.1,0.74,7.73,19.58
Bengaluru,6/26/2020,15.4,4.42,14.29,15.57,0.61,7.45,19.53
Bengaluru,6/27/2020,16.6,3.06,13.68,13.07,0.67,7.29,15.69
Bengaluru,6/28/2020,20.44,2.69,10.33,10.58,0.66,6.6,17.59
Bengaluru,6/29/2020,28.68,3.62,12.12,12.94,0.56,6.33,16.99
Bengaluru,6/30/2020,14.47,4.61,12.69,15,0.56,6.45,16.08
Bengaluru,7/1/2020,17.5,3.95,13.25,14.83,0.54,6.66,15.4
Bhopal,9/17/2019,23.12,13.38,38.58,31.4,1.52,10.53,41.86
Bhopal,9/18/2019,21.25,16.08,37.81,33.18,1.38,8.95,24.7
Bhopal,9/19/2019,16.94,12.94,25.28,23.96,0.95,8.08,31.66
Bhopal,9/20/2019,15.29,11.93,26.05,23.56,0.95,7.52,30.93
Bhopal,9/21/2019,20.75,14.9,30.9,28.55,1.41,7.31,27.19
Bhopal,9/22/2019,11.21,12.44,25.74,23.8,1.16,5.82,38.87
Bhopal,9/23/2019,11.81,11.05,25.81,22.72,1.07,5.34,32.97
Bhopal,9/24/2019,17.7,9.59,28.48,22.95,1.18,4.96,38.57
Bhopal,9/25/2019,20.41,10.74,28.75,24.02,1.11,7.96,36.42
Bhopal,9/26/2019,17.21,14.75,27.96,26.86,1.05,9.32,28.2
Bhopal,9/27/2019,12.65,9.57,20.58,18.72,0.84,9.64,29.49
Bhopal,9/28/2019,3.4,8.05,14.11,14.05,0.64,6.72,37.28
Bhopal,9/29/2019,7.23,10.21,17.12,17.41,0.66,5.91,28.85
Bhopal,9/30/2019,8.7,13.93,22.35,23.21,0.7,8.9,26.74
Bhopal,10/1/2019,6.53,7.3,13.46,13.09,0.71,7.08,43.46
Bhopal,10/2/2019,20.86,10.44,27.86,23.31,0.87,7.08,50.24
Bhopal,10/3/2019,24.92,7.92,34.15,24.6,0.75,9.36,66.15
Bhopal,10/4/2019,28.1,9.29,33.99,25.63,1.04,8.53,65.06
Bhopal,10/5/2019,26.41,12.64,36.45,28.3,1.01,8.38,63.02
Bhopal,10/6/2019,32.5,10.19,34.81,26.8,1.19,9.9,40.2
Bhopal,10/7/2019,39.74,16.9,38.5,34.22,1.45,8.29,40.72
Bhopal,10/8/2019,52.66,6.13,34.1,23.13,1.26,11.29,77.47
Bhopal,10/9/2019,36.92,3.78,32.53,20.39,0.83,12.3,79.94
Bhopal,10/10/2019,42.55,10.57,43.5,31.74,1.05,10.09,66.05
Bhopal,10/11/2019,53.12,10,38.56,28.64,0.96,7.99,57.36
Bhopal,10/12/2019,48.92,17.8,56.37,44.45,1.37,10.03,61.57
Bhopal,10/13/2019,55.86,30.94,61.95,58.11,1.47,9.7,63.59
Bhopal,10/14/2019,44.56,5.46,33.55,22.29,0.88,10.87,86.69
Bhopal,10/15/2019,49.07,9.73,47.42,33.14,0.96,10.06,71.97
Bhopal,10/16/2019,53.62,20.64,46.41,41.46,1.03,10.75,69.49
Bhopal,10/17/2019,60.57,25.18,44.07,43.92,1.11,11.46,68.71
Bhopal,10/18/2019,69.65,15.09,54.27,41.14,1.5,8.69,62.63
Bhopal,10/19/2019,70.39,3.82,29.21,18.64,0.99,13.41,59.11
Bhopal,10/20/2019,86.57,8.05,41.02,28.36,1.18,13.41,44.4
Bhopal,10/21/2019,98.98,7.72,41.72,28.46,1.17,8.65,45.51
Bhopal,10/22/2019,84.03,9.42,52.3,35.47,1.3,9.64,46.25
Bhopal,10/23/2019,49.01,9.07,45.9,31.79,1.09,9.81,51.28
Bhopal,10/24/2019,50.81,9.86,44.22,31.54,1.24,15.89,57.63
Bhopal,10/25/2019,82.8,16.43,51.52,40.76,1.48,11.75,67.26
Bhopal,10/26/2019,52.39,4.48,27.36,18.19,0.8,11.37,51.28
Bhopal,10/27/2019,61.4,6.93,29.86,21.53,1.1,12.38,29.35
Bhopal,10/28/2019,77.79,4.49,22.31,15.52,0.72,14.05,42.02
Bhopal,10/29/2019,41.17,21.42,29.38,33.04,1.21,10.04,43.73
Bhopal,10/30/2019,32.48,3.49,28.91,18.21,0.96,12.39,53.56
Bhopal,10/31/2019,76.75,24.93,69.34,57.14,1.58,13.23,36.64
Bhopal,11/1/2019,84.25,10.79,56.23,38.68,1.39,18.31,53.06
Bhopal,11/2/2019,59.49,5.75,35.27,23.43,1.03,15.56,37.27
Bhopal,11/3/2019,41.34,6.96,32.76,23.08,1.02,12.54,40.69
Bhopal,11/4/2019,62.23,15.63,48.17,38.34,1.47,7.87,40.1
Bhopal,11/5/2019,65.74,7.58,57.11,36.54,1.46,9.59,52.59
Bhopal,11/6/2019,80.33,10.14,53.19,36.53,1.33,15.74,56.88
Bhopal,11/7/2019,65.45,6.22,36.89,24.68,1.1,15.52,45.14
Bhopal,11/8/2019,44.76,2.99,25.32,15.89,0.77,11.62,57.43
Bhopal,11/9/2019,101.67,2.3,31.65,18.71,1.03,12.5,109.33
Bhopal,11/10/2019,99.16,10.72,43.8,32.01,1.34,11.29,90.45
Bhopal,11/11/2019,92.96,16.07,51.48,40.44,1.38,15.28,67.58
Bhopal,11/12/2019,82.3,13.38,52.38,38.75,1.44,22.17,59.06
Bhopal,11/13/2019,89.84,15.71,63.33,46.46,1.52,22.96,59.61
Bhopal,11/14/2019,84.8,12.04,50.55,36.68,1.32,14.45,71.1
Bhopal,11/15/2019,111.07,30.18,62.13,57.59,1.63,19.3,71.84
Bhopal,11/16/2019,111.98,28.36,67.6,59.01,1.37,17.52,66.8
Bhopal,11/17/2019,100.68,28.12,61.43,55.53,1.71,15.11,68.83
Bhopal,11/18/2019,76.82,25.39,49.59,47.02,1.25,11.55,84.68
Bhopal,11/19/2019,76.28,16.13,55.49,42.63,1.47,16.06,73.15
Bhopal,11/20/2019,73.75,3.42,39.49,23.78,1.07,14.87,79.82
Bhopal,11/21/2019,108.95,12.97,46.99,35.54,1.65,22.75,70.97
Bhopal,11/22/2019,119.3,23.69,50.9,46.33,2.04,18.55,64.41
Bhopal,11/23/2019,111.51,18.54,58.73,46.31,1.54,16.49,75.19
Bhopal,11/24/2019,107.39,10.89,57.81,39.6,1.59,14.81,92.08
Bhopal,11/25/2019,98.08,3.15,46.22,27.14,1.29,15.75,90.66
Bhopal,11/26/2019,88.87,7.93,49.62,32.84,1.22,33.53,93.56
Bhopal,11/27/2019,136.42,10.29,61.91,41.3,1.59,32.95,84.14
Bhopal,11/28/2019,120.33,15.08,61.66,45.06,1.42,37.97,66.82
Bhopal,11/29/2019,94.52,14.13,57.15,41.88,1.58,20.05,60.33
Bhopal,11/30/2019,97.46,21,50.92,44.16,1.38,17.76,60.26
Bhopal,12/1/2019,102.14,8.14,42.84,29.4,1.26,22.44,73.56
Bhopal,12/2/2019,106.73,6.1,47.17,30.05,1.24,20.65,67.94
Bhopal,12/3/2019,93.3,6.13,48.07,30.56,1.09,12.33,75.97
Bhopal,12/4/2019,58.17,7.7,54.91,35.47,1.09,12.13,65.29
Bhopal,12/5/2019,54.73,5.96,53.51,33.31,0.95,13.59,59.47
Bhopal,12/6/2019,62.92,5.03,49.41,30.37,0.95,11.81,73.3
Bhopal,12/7/2019,113.84,12.45,69.19,46.93,1.4,23.5,81.85
Bhopal,12/8/2019,132.79,7.52,72.24,44.54,1.56,20.84,76.68
Bhopal,12/9/2019,122.7,6.71,70.44,42.92,1.54,13.35,76.1
Bhopal,12/10/2019,119.7,11.71,75.55,49.71,1.66,15.74,70.76
Bhopal,12/11/2019,114.08,9.05,75.67,47.61,1.43,17.54,65.67
Bhopal,12/12/2019,86.48,3.65,45.18,27.1,0.95,14.53,64.08
Bhopal,12/13/2019,48.52,3.82,36.54,22.65,0.88,10.42,58.07
Bhopal,12/14/2019,70.34,5.21,38.1,24.59,0.92,3.97,48.52
Bhopal,12/15/2019,69.58,6.59,36.82,25.03,0.84,5.88,38.72
Bhopal,12/16/2019,68.18,5.93,41.63,27.06,0.86,5.34,45.16
Bhopal,12/17/2019,98.75,6.85,47.53,30.94,0.96,5.75,49.55
Bhopal,12/18/2019,82.89,7.56,56.51,36.29,1.05,7.82,46.45
Bhopal,12/19/2019,73.27,8.28,59.98,38.74,1.2,12.26,48.92
Bhopal,12/20/2019,92.61,13.2,69.33,47.71,1.36,13.54,46.03
Bhopal,12/21/2019,80.04,5.55,59.83,36.42,1.15,14.39,61.25
Bhopal,12/22/2019,78.56,6.2,57.2,35.56,1.14,10.69,60.14
Bhopal,12/23/2019,71.6,3.83,49.38,29.46,0.97,8.04,66.32
Bhopal,12/24/2019,76.98,5.71,48.93,30.76,1.09,9.38,50.84
Bhopal,12/25/2019,115.82,8.72,41.34,29.17,1.17,6.81,34.89
Bhopal,12/26/2019,77.06,8.89,49.21,33.5,1.03,7.89,52.24
Bhopal,12/27/2019,58.7,11.62,55.18,38.89,1,10.2,47.03
Bhopal,12/28/2019,45.61,7.83,43.82,29.77,0.84,10.54,54.9
Bhopal,12/29/2019,65.61,6.77,46.49,30.32,0.91,4.24,47.5
Bhopal,12/30/2019,67.7,6.22,44.05,28.58,0.98,6.91,51.42
Bhopal,12/31/2019,116.65,7.22,47.06,31,1.18,10.31,40.11
Bhopal,1/1/2020,100.55,7.8,42.22,28.9,1.13,3.99,40.01
Bhopal,1/2/2020,84.46,7.69,38.04,26.58,1.04,6.96,34.23
Bhopal,1/3/2020,96.58,6.91,41.4,27.73,1.05,5.29,42.14
Bhopal,1/4/2020,93.38,14.89,49.68,38.62,1.33,6.66,41.08
Bhopal,1/5/2020,75.17,10.56,46.67,33.5,1.1,3.36,37.47
Bhopal,1/6/2020,45.49,8.92,47.62,32.68,0.9,12.43,47.64
Bhopal,1/7/2020,65.96,19.71,51.85,43.69,1.25,19.06,43.92
Bhopal,1/8/2020,74.62,4.89,35.11,22.74,0.9,7.48,55.42
Bhopal,1/9/2020,78.07,5.35,34.05,22.55,0.74,14.65,47.76
Bhopal,1/10/2020,65.94,6.89,36.15,24.91,0.81,7.34,51.3
Bhopal,1/11/2020,65.7,7.14,46.29,30.51,0.95,11.1,60.12
Bhopal,1/12/2020,70.03,22.47,54.59,47.39,1.35,13.32,49.77
Bhopal,1/13/2020,62.95,10.38,43.3,31.56,1.31,15.23,49.23
Bhopal,1/14/2020,85.64,11.88,48,35.28,1.43,11.31,33.43
Bhopal,1/15/2020,105.95,8.74,36.38,26.55,1.22,10.5,28.41
Bhopal,1/16/2020,134.02,7.96,32.54,23.87,1.33,9.74,18.93
Bhopal,1/17/2020,80.47,6.67,38.33,25.9,1.01,17.33,49.45
Bhopal,1/18/2020,87.22,10.87,40.78,30.61,1.13,16.63,32.11
Bhopal,1/19/2020,61.76,7.75,39.66,27.49,0.94,15.78,40.37
Bhopal,1/20/2020,52,5.45,39.37,25.46,0.82,14.48,48.53
Bhopal,1/21/2020,66.21,6.97,45.66,30.04,1.11,12.89,44.59
Bhopal,1/22/2020,77.7,6.32,37.59,25.21,0.95,11.27,39.34
Bhopal,1/23/2020,65.7,7.78,40.99,28.22,0.93,11.19,55.28
Bhopal,1/24/2020,55.61,17,53.06,42.13,1.27,12.64,46.25
Bhopal,1/25/2020,80.92,23.08,60.5,51.03,1.56,7.33,40.15
Bhopal,1/26/2020,78.94,14.38,58.1,42.68,1.5,25.68,46.81
Bhopal,1/27/2020,59.64,26.16,44.36,44.95,0.79,16.3,56
Bhopal,1/28/2020,51.51,6.98,29.92,21.68,0.84,11.42,57.96
Bhopal,1/29/2020,26.35,5.25,28.66,19.6,0.64,7.9,60.68
Bhopal,1/30/2020,61.02,5.37,37.6,24.46,0.84,7.17,56.55
Bhopal,1/31/2020,41.52,5.76,45.69,29.07,0.88,12.28,55.07
Bhopal,2/1/2020,35.23,4.25,37.21,23.33,0.76,7.67,62.2
Bhopal,2/2/2020,34.11,4.55,32.89,21.29,0.71,11.38,65.11
Bhopal,2/3/2020,37.8,4,33.21,21.01,0.78,8.08,60.49
Bhopal,2/4/2020,48.21,5.31,38.18,24.71,0.93,10.79,53.66
Bhopal,2/5/2020,62.84,7.6,42.27,28.75,1.04,14.53,53.22
Bhopal,2/6/2020,53.09,4.45,37.05,23.41,0.85,6.99,65.74
Bhopal,2/7/2020,60.4,4.6,36.83,23.42,0.86,15.08,66.81
Bhopal,2/8/2020,53.49,3.78,32.47,20.42,0.73,8.24,76.07
Bhopal,2/9/2020,45.82,3.49,32.12,20.01,0.71,9.61,82.58
Bhopal,2/10/2020,49.99,3.78,40.19,24.55,0.89,13.31,73.51
Bhopal,2/11/2020,46.41,4.08,38.68,23.97,0.87,14.92,76.77
Bhopal,2/12/2020,58.48,15.32,48.9,38.55,1.21,21.56,66.72
Bhopal,2/13/2020,87.83,18.42,58.91,46.4,1.66,14.22,47.65
Bhopal,2/14/2020,57.25,5.2,46.76,29.18,1.03,7.45,67.55
Bhopal,2/15/2020,49,8.68,51.43,34.5,1.13,27.49,61.27
Bhopal,2/16/2020,43.85,11.29,59.43,40.88,1.17,28.89,45.77
Bhopal,2/17/2020,38.03,13.08,57.99,41.47,1.26,26.67,50.86
Bhopal,2/18/2020,36.17,10.78,55.27,38.25,1.02,33.94,61.11
Bhopal,2/19/2020,35.5,10.03,46.73,33.1,0.84,43.76,57.41
Bhopal,2/20/2020,48.82,2.01,28.42,16.84,0.71,47.46,83.37
Bhopal,2/21/2020,52.9,4.77,31.98,20.98,0.87,29.67,76
Bhopal,2/22/2020,56.47,3.69,32.01,20.13,0.86,29.92,74.82
Bhopal,2/23/2020,78.47,4.03,31.8,20.28,0.96,24.92,63.72
Bhopal,2/24/2020,64.76,4.14,35.66,22.42,0.92,14.21,71.82
Bhopal,2/25/2020,46.56,7.85,39.53,27.5,0.97,21.25,65.5
Bhopal,2/26/2020,56.79,26.5,52.94,49.79,1.06,21.11,51.59
Bhopal,2/27/2020,45.15,9.62,41.04,29.74,1,8.22,63.08
Bhopal,2/28/2020,45.67,2.47,35.5,20.97,0.76,23.42,77.11
Bhopal,2/29/2020,57.17,13.46,47.39,36.23,1.18,31.84,61.89
