StationId,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3
DL033,9/8/2018,33.53,19.42,28.3,30.58,0.41,11.25,27.0
DL033,9/10/2018,40.36,16.38,52.64,41.11,0.42,4.32,41.74
DL033,9/11/2018,36.63,16.24,34.54,31.36,0.54,2.57,26.46
DL033,9/12/2018,37.93,11.65,31.2,25.91,0.52,7.61,10.01
DL033,9/13/2018,34.25,5.07,28.98,19.46,0.18,7.17,20.22
DL033,9/14/2018,43.97,8.86,31.89,24.08,0.71,7.58,18.12
DL033,9/15/2018,57.71,13.65,35.45,29.76,0.87,10.82,17.35
DL033,9/16/2018,51.64,11.01,36.79,28.37,0.65,11.72,18.53
DL033,9/17/2018,86.72,12.18,36.36,29.08,0.86,15.89,21.89
DL033,9/18/2018,68.8,7.02,34.76,24.1,0.84,21.03,27.12
DL033,9/19/2018,66.54,12.0,45.04,33.56,0.78,29.63,35.86
DL033,9/20/2018,93.8,22.23,51.9,45.38,0.81,38.84,40.14
DL033,9/21/2018,55.77,6.54,30.15,21.27,0.79,35.86,34.38
DL033,9/22/2018,28.43,6.79,28.05,20.35,0.7,17.72,31.39
DL033,9/23/2018,37.39,5.12,21.97,15.78,0.77,4.26,34.8
DL033,9/24/2018,23.58,8.18,29.84,22.41,0.75,9.63,21.76
DL033,9/25/2018,25.21,10.77,31.15,25.22,1.19,18.48,20.92
DL033,9/26/2018,44.34,17.29,41.07,35.68,1.16,18.38,30.02
DL033,9/27/2018,106.67,101.55,38.87,101.89,1.68,26.83,27.55
DL033,9/28/2018,107.74,131.89,45.58,129.76,1.49,8.44,31.77
DL033,9/29/2018,100.81,64.13,51.48,78.69,1.11,18.65,39.72
DL033,9/30/2018,51.91,7.8,40.9,27.99,1.1,18.09,47.75
DL033,10/1/2018,70.72,11.94,53.69,38.1,1.06,16.7,43.86
DL033,10/2/2018,97.82,30.37,62.48,57.51,1.0,10.88,39.49
DL033,10/3/2018,70.4,53.78,44.97,66.92,1.1,8.21,15.89
DL033,10/4/2018,111.59,70.65,43.31,79.48,1.01,4.76,88.52
DL033,10/5/2018,118.81,119.29,79.07,137.49,1.07,18.92,64.29
DL033,10/6/2018,29.55,41.26,70.35,70.43,0.8,11.1,44.04
DL033,10/7/2018,83.07,39.97,78.41,73.68,0.82,4.8,54.33
DL033,10/8/2018,87.02,47.07,97.33,89.43,0.96,9.35,62.63
DL033,10/9/2018,97.93,39.91,86.19,77.77,0.95,21.86,73.75
DL033,10/10/2018,99.66,23.47,75.52,58.95,0.71,16.54,56.09
DL033,10/11/2018,84.17,14.74,66.16,46.98,0.44,5.62,36.43
DL033,10/12/2018,73.96,48.64,79.54,81.22,0.63,5.56,40.76
DL033,10/13/2018,214.86,64.38,65.54,82.54,0.84,28.85,34.22
DL033,10/14/2018,99.29,34.39,84.3,71.38,1.17,12.92,43.35
DL033,10/15/2018,133.27,62.61,100.35,103.4,1.34,32.41,40.52
DL033,10/16/2018,159.36,118.82,95.49,145.81,2.69,15.44,46.49
DL033,10/17/2018,246.45,79.81,83.45,140.97,1.99,14.58,46.3
DL033,10/18/2018,182.83,139.89,91.53,180.8,2.92,14.31,38.37
DL033,10/19/2018,175.85,56.25,97.47,96.74,1.87,21.43,52.91
DL033,10/20/2018,204.27,87.89,106.2,126.68,1.61,26.07,34.08
DL033,10/21/2018,132.45,88.53,104.89,126.56,1.59,28.5,33.61
DL033,10/22/2018,117.67,75.57,92.69,109.7,1.74,15.32,38.2
DL033,10/23/2018,133.34,140.89,90.86,160.08,2.46,12.25,35.68
DL033,10/24/2018,206.36,199.81,127.06,227.7,3.18,9.15,35.57
DL033,10/25/2018,199.62,111.29,115.02,150.22,2.36,7.61,50.53
DL033,10/26/2018,222.94,194.83,116.38,217.76,2.93,9.81,37.2
DL033,10/27/2018,192.69,201.27,116.28,242.39,3.04,10.71,49.1
DL033,10/28/2018,208.84,96.52,53.94,97.43,3.34,9.59,36.38
DL033,10/29/2018,224.88,50.93,47.05,65.5,2.64,9.92,40.1
DL033,10/30/2018,230.65,64.08,75.78,91.57,2.98,20.64,39.34
DL033,10/31/2018,199.81,69.43,104.84,111.3,2.06,15.31,34.17
DL033,11/1/2018,231.05,91.27,98.4,125.36,3.04,24.28,38.7
DL033,11/2/2018,173.66,19.08,86.7,61.38,1.49,10.23,44.15
DL033,11/3/2018,125.81,8.44,60.26,38.8,0.97,3.07,46.49
DL033,11/4/2018,76.3,5.76,43.32,27.62,0.68,2.63,59.47
DL033,11/5/2018,295.75,14.74,70.2,49.12,1.52,19.32,28.3
DL033,11/6/2018,163.88,14.24,68.89,48.02,0.84,10.45,37.14
DL033,11/7/2018,195.83,47.98,76.81,79.23,1.12,21.71,42.69
DL033,11/8/2018,456.8,177.0,121.05,205.99,1.46,37.96,21.41
DL033,11/9/2018,250.46,191.52,124.94,219.66,2.87,12.25,39.21
DL033,11/10/2018,211.83,179.04,141.86,218.68,2.99,17.55,31.76
DL033,11/11/2018,212.12,165.8,125.75,199.49,3.35,15.48,51.32
DL033,11/12/2018,209.76,118.11,126.77,161.89,2.78,17.58,45.52
DL033,11/13/2018,187.32,119.55,137.84,168.93,2.27,21.53,22.77
DL033,11/14/2018,84.54,41.32,101.89,87.17,1.2,20.06,20.18
DL033,11/15/2018,58.36,20.88,79.2,58.8,0.86,17.28,32.19
DL033,11/16/2018,100.46,10.94,64.76,43.18,0.91,11.38,36.56
DL033,11/17/2018,114.83,46.47,88.39,84.19,1.5,13.53,35.55
DL033,11/18/2018,134.99,125.33,98.19,152.52,2.37,13.38,42.87
DL033,11/19/2018,125.73,6.95,78.24,47.16,1.14,10.71,55.73
DL033,11/20/2018,234.53,51.86,118.79,104.67,1.84,13.42,56.81
DL033,11/21/2018,165.28,78.2,95.74,113.49,1.7,13.04,31.59
DL033,11/22/2018,111.86,147.21,115.48,179.34,2.18,17.01,30.86
DL033,11/23/2018,152.93,123.77,99.34,151.83,2.04,14.38,26.74
DL033,11/24/2018,88.59,28.35,72.23,59.45,1.11,10.55,31.91
DL033,11/25/2018,114.77,100.95,88.72,127.94,1.82,15.88,30.95
DL033,11/26/2018,203.41,167.93,91.68,183.04,2.44,7.42,29.55
DL033,11/27/2018,134.7,141.49,102.57,167.84,3.51,9.88,33.0
DL033,11/28/2018,118.22,126.1,109.61,156.2,2.58,10.09,30.53
DL033,11/29/2018,159.02,178.55,106.25,209.77,2.85,7.6,25.0
DL033,11/30/2018,206.47,96.47,96.12,128.28,2.13,7.52,24.4
DL033,12/1/2018,148.27,115.09,87.7,138.71,2.07,13.53,26.97
DL033,12/2/2018,152.55,216.28,94.83,223.06,3.03,16.63,27.66
DL033,12/3/2018,195.11,210.3,94.32,228.63,3.18,13.35,27.03
DL033,12/4/2018,199.59,161.53,103.15,275.73,3.68,14.17,31.63
DL033,12/5/2018,203.99,147.36,101.52,202.66,3.42,14.7,25.58
DL033,12/6/2018,205.21,104.12,112.76,168.41,3.33,14.02,40.07
DL033,12/7/2018,155.04,164.78,68.18,165.96,1.81,4.7,25.58
DL033,12/8/2018,219.88,253.42,53.63,121.46,1.19,5.69,11.34
DL033,12/9/2018,196.89,107.48,105.76,146.58,3.02,17.71,34.11
DL033,12/10/2018,224.93,123.31,89.85,146.4,2.41,13.18,21.84
DL033,12/11/2018,246.0,94.53,97.57,127.51,1.86,12.31,22.13
DL033,12/12/2018,227.5,85.51,73.59,107.5,1.56,14.05,20.15
DL033,12/13/2018,83.53,35.42,61.29,60.91,0.75,16.7,18.84
DL033,12/14/2018,101.76,28.43,67.43,58.43,0.69,6.57,18.04
DL033,12/15/2018,108.9,19.37,65.23,50.19,0.61,9.56,27.02
DL033,12/16/2018,161.14,32.67,69.41,63.01,0.9,8.81,21.32
DL033,12/17/2018,165.6,82.31,72.22,104.22,1.4,12.3,21.36
DL033,12/18/2018,200.39,65.61,82.69,96.44,1.21,9.92,23.96
DL033,12/19/2018,212.53,98.06,82.0,122.01,1.53,9.96,24.71
DL033,12/20/2018,257.08,213.33,75.65,203.74,2.62,10.99,22.85
DL033,12/21/2018,246.86,121.04,62.19,162.07,2.64,10.87,22.91
DL033,12/22/2018,357.56,163.26,99.66,211.81,3.29,11.33,21.02
DL033,12/23/2018,426.96,149.9,94.02,255.14,3.63,10.35,28.46
DL033,12/24/2018,374.75,233.31,110.4,262.11,3.22,26.35,20.93
DL033,12/25/2018,279.45,35.58,90.23,76.42,1.75,27.89,26.32
DL033,12/26/2018,249.81,83.11,99.67,119.29,1.98,18.19,30.95
DL033,12/27/2018,264.49,150.77,137.9,194.36,2.46,7.81,26.48
DL033,12/28/2018,211.23,47.52,95.13,88.57,0.95,10.42,30.46
DL033,12/29/2018,263.78,141.51,114.68,173.54,2.17,13.49,26.21
DL033,12/30/2018,359.42,173.48,150.92,216.1,3.98,15.58,24.55
DL033,12/31/2018,316.5,165.33,137.46,219.0,2.81,11.59,20.79
DL033,1/1/2019,308.35,204.91,131.55,232.5,3.33,11.87,23.33
DL033,1/2/2019,297.2,165.73,134.52,203.28,3.04,9.04,25.72
DL033,1/3/2019,341.25,75.23,128.59,121.91,3.14,7.86,18.25
DL033,1/4/2019,210.37,67.69,95.08,103.97,2.31,8.71,14.72
DL033,1/5/2019,221.95,62.87,90.25,98.75,2.18,15.1,20.86
DL033,1/6/2019,112.81,19.75,77.43,56.5,1.28,4.21,21.79
DL033,1/7/2019,106.87,44.38,81.31,78.74,0.84,4.39,16.39
DL033,1/8/2019,95.77,24.35,73.89,58.91,1.34,15.87,20.91
DL033,1/9/2019,109.19,23.0,68.18,54.61,1.4,15.31,27.75
DL033,1/10/2019,144.8,75.7,89.7,108.2,1.59,15.17,25.19
DL033,1/11/2019,295.51,150.44,134.0,185.93,2.87,14.86,24.12
DL033,1/12/2019,361.71,285.02,161.29,306.45,4.43,11.34,9.33
DL033,1/16/2019,300.82,89.68,146.01,148.27,2.79,14.38,24.39
DL033,1/17/2019,277.91,143.77,124.92,183.37,3.79,5.07,23.99
DL033,1/18/2019,231.02,96.69,104.82,133.08,2.17,2.43,21.0
DL033,1/19/2019,363.4,185.46,106.74,205.14,2.85,4.08,22.85
DL033,1/20/2019,402.91,149.27,145.18,197.34,3.26,3.29,19.38
DL033,1/21/2019,106.56,38.25,73.1,66.09,1.33,0.65,20.03
DL033,1/22/2019,64.65,15.87,41.9,19.82,0.66,5.79,19.3
DL033,1/23/2019,172.71,84.38,69.04,104.23,0.71,12.78,16.14
DL033,1/24/2019,180.51,51.94,62.77,75.16,0.75,10.87,18.59
DL033,1/25/2019,108.14,17.28,55.92,43.56,0.57,12.14,22.13
DL033,1/26/2019,125.44,15.36,53.24,40.61,0.3,14.55,28.14
DL033,1/27/2019,155.58,17.12,59.12,45.14,0.58,15.21,23.98
DL033,1/28/2019,145.1,20.4,62.72,49.68,0.65,16.62,25.5
DL033,1/29/2019,162.16,33.02,64.04,60.48,0.7,17.54,26.08
DL033,1/30/2019,267.28,72.23,84.51,102.73,1.4,23.74,25.08
DL033,1/31/2019,268.76,97.84,85.44,123.47,1.49,17.05,22.38
DL033,2/1/2019,201.56,30.34,64.49,58.57,0.89,10.9,22.65
DL033,2/2/2019,201.6,18.91,42.3,37.62,0.93,10.01,20.66
DL033,2/3/2019,168.47,33.09,42.41,49.03,1.47,11.81,20.87
DL033,2/4/2019,229.37,95.05,71.03,115.96,1.82,12.05,24.36
DL033,2/5/2019,406.49,130.46,107.79,234.18,3.37,16.48,22.18
DL033,2/6/2019,220.72,22.8,62.81,51.64,1.58,8.2,25.38
DL033,2/7/2019,80.81,14.29,28.29,24.08,0.41,7.94,29.01
DL033,2/8/2019,113.39,42.68,55.37,62.73,0.79,5.53,21.55
DL033,2/9/2019,116.79,22.3,46.06,42.34,0.86,5.76,25.28
DL033,2/10/2019,189.51,47.77,62.62,71.53,0.82,8.02,24.47
DL033,2/11/2019,285.32,100.46,78.68,123.29,1.56,7.18,26.48
DL033,2/12/2019,288.71,133.15,102.92,160.75,2.5,5.68,28.36
DL033,2/13/2019,208.15,69.96,89.52,103.08,1.1,9.17,19.12
DL033,2/14/2019,144.53,17.57,50.22,40.77,0.52,7.16,12.75
DL033,2/15/2019,121.8,26.99,42.13,43.99,0.79,8.76,10.6
DL033,2/16/2019,100.66,16.02,27.0,27.1,1.13,8.38,11.07
DL033,2/17/2019,99.48,17.71,33.64,32.06,0.88,9.54,24.49
DL033,2/18/2019,114.29,22.54,45.94,42.47,0.91,10.98,24.5
DL033,2/19/2019,137.48,30.35,55.02,53.54,1.34,9.18,20.68
DL033,2/20/2019,136.98,34.32,52.6,55.11,1.07,8.25,10.62
DL033,2/21/2019,118.78,35.47,40.87,50.11,1.28,11.3,16.36
DL033,2/22/2019,102.83,28.1,27.54,37.13,0.75,8.07,23.89
DL033,2/23/2019,63.19,11.74,29.34,25.0,0.28,10.46,36.3
DL033,2/24/2019,95.37,17.72,43.74,37.44,0.49,13.89,33.02
DL033,2/25/2019,115.02,24.71,56.91,50.04,0.45,14.07,27.1
DL033,2/26/2019,79.23,22.6,45.96,42.53,0.72,13.86,20.23
DL033,2/27/2019,71.69,15.92,37.29,32.57,0.67,12.23,21.41
DL033,2/28/2019,131.2,47.87,45.54,62.61,0.71,13.96,22.21
DL033,3/1/2019,116.51,26.24,44.48,44.65,1.04,13.91,25.31
DL033,3/2/2019,138.71,41.26,60.94,65.42,1.19,12.73,12.97
DL033,3/3/2019,66.7,18.68,31.58,31.74,1.32,8.79,22.81
DL033,3/4/2019,145.48,56.34,29.74,60.9,1.25,10.37,23.38
DL033,3/5/2019,87.29,17.3,29.79,28.96,0.96,8.96,27.72
DL033,3/6/2019,120.49,28.02,44.6,45.85,0.97,8.46,28.46
DL033,3/7/2019,173.89,79.81,69.33,100.7,1.36,8.73,32.86
DL033,3/8/2019,135.14,47.41,73.08,76.8,1.02,8.18,26.5
DL033,3/9/2019,92.66,21.94,49.48,43.76,0.78,10.01,28.14
DL033,3/10/2019,87.93,15.48,52.98,40.56,0.76,9.39,36.86
DL033,3/11/2019,140.11,19.97,67.43,51.83,1.1,13.33,33.76
DL033,3/12/2019,73.05,19.77,53.79,44.43,0.96,7.84,28.8
DL033,3/13/2019,147.48,35.52,79.49,70.69,1.04,19.82,22.54
DL033,3/14/2019,149.13,49.13,62.45,72.51,0.97,7.74,19.09
DL033,3/15/2019,82.46,28.39,44.27,46.24,0.99,8.9,27.25
DL033,3/16/2019,76.96,10.19,40.13,29.5,0.86,8.51,40.04
DL033,3/17/2019,109.15,16.14,56.65,43.04,1.03,14.47,34.88
DL033,3/18/2019,108.61,28.31,68.24,58.71,1.28,10.29,36.6
DL033,3/19/2019,111.36,34.43,74.25,67.03,1.44,12.35,32.27
DL033,3/20/2019,88.06,27.83,69.31,59.12,1.48,8.75,30.3
DL033,3/21/2019,92.9,19.4,45.62,39.78,1.52,6.55,33.66
DL033,3/22/2019,41.56,9.78,34.98,26.42,0.99,7.6,38.41
DL033,3/23/2019,48.74,8.73,33.64,24.88,1.09,7.86,45.2
DL033,3/24/2019,49.88,10.63,35.6,27.43,0.97,8.9,33.82
DL033,3/25/2019,50.25,13.16,37.23,30.32,1.16,5.28,27.32
DL033,3/26/2019,61.01,12.74,45.83,34.56,1.18,7.35,32.35
DL033,3/27/2019,93.09,16.35,60.48,45.24,1.31,9.29,38.38
DL033,3/28/2019,161.03,95.2,80.77,119.1,2.15,11.61,40.58
DL033,3/29/2019,151.4,90.36,80.64,115.18,1.83,6.46,36.59
DL033,3/30/2019,138.26,35.53,78.47,70.17,1.55,4.84,42.62
DL033,3/31/2019,91.91,9.36,45.59,31.72,1.12,6.18,40.48
DL033,4/1/2019,75.08,9.77,49.03,33.89,1.09,10.97,46.56
DL033,4/2/2019,96.53,30.69,82.22,68.27,1.29,12.16,46.36
DL033,4/3/2019,115.75,26.43,77.28,62.21,1.48,9.47,40.62
DL033,4/4/2019,158.9,54.97,91.75,92.74,1.59,14.11,47.96
DL033,4/5/2019,166.84,76.3,98.1,113.19,1.94,12.68,54.18
DL033,4/6/2019,170.43,34.41,69.75,64.62,1.3,12.03,39.22
DL033,4/7/2019,228.41,31.88,57.45,56.06,1.54,6.82,43.86
DL033,4/8/2019,161.97,15.15,53.36,40.5,1.03,5.87,44.31
DL033,4/9/2019,112.57,21.14,73.94,56.24,1.59,8.17,48.03
DL033,4/10/2019,138.08,40.71,70.51,70.07,1.48,9.64,42.99
DL033,4/11/2019,111.61,17.41,68.49,50.35,1.13,10.95,39.1
DL033,4/12/2019,107.68,14.55,56.96,40.75,1.02,10.75,37.08
DL033,4/13/2019,92.42,18.47,58.8,46.06,1.03,11.56,34.62
DL033,4/14/2019,71.47,9.47,42.61,30.24,0.99,11.64,36.1
DL033,4/15/2019,96.09,29.08,54.87,52.44,1.29,16.23,32.97
DL033,4/16/2019,139.6,22.18,37.89,37.48,0.71,6.76,37.46
DL033,4/17/2019,29.43,5.04,24.49,17.03,0.44,3.21,42.52
DL033,4/18/2019,53.26,8.76,43.74,30.26,0.71,3.78,42.71
DL033,4/19/2019,70.68,12.23,64.84,44.27,1.28,8.21,35.25
DL033,4/20/2019,98.75,28.19,82.97,66.54,1.58,11.59,43.74
DL033,4/21/2019,133.94,62.03,90.92,97.58,1.8,11.28,35.85
DL033,4/22/2019,154.24,49.89,92.94,88.51,1.77,10.13,40.2
DL033,4/23/2019,179.38,87.98,100.49,123.79,2.05,10.7,35.78
DL033,4/24/2019,133.83,7.21,69.65,42.8,1.38,4.71,45.45
DL033,4/25/2019,133.94,5.06,45.29,28.13,1.25,5.95,52.91
DL033,4/26/2019,133.09,36.59,81.12,72.42,1.43,15.0,33.7
DL033,4/27/2019,124.92,12.03,63.21,43.24,1.02,20.55,37.84
DL033,4/28/2019,128.04,13.49,62.16,43.69,0.99,24.19,38.6
DL033,4/29/2019,162.18,28.76,79.53,65.32,1.58,34.67,35.87
DL033,4/30/2019,159.23,18.51,80.38,57.56,1.09,37.11,46.2
DL033,5/1/2019,172.47,29.89,93.8,73.8,1.66,26.62,51.09
DL033,5/2/2019,127.89,18.27,59.37,46.2,1.02,16.43,55.4
DL033,5/3/2019,84.56,15.7,54.86,41.41,1.09,18.47,58.86
DL033,5/4/2019,111.97,20.2,82.6,60.04,1.21,23.04,41.78
DL033,5/5/2019,139.59,31.31,83.63,69.02,1.48,42.68,45.78
DL033,5/6/2019,148.34,72.71,94.66,108.52,1.86,30.48,41.07
DL033,5/7/2019,194.74,121.92,100.51,150.85,1.87,26.21,23.25
DL033,5/8/2019,190.15,90.42,92.32,133.92,1.83,20.8,28.99
DL033,5/9/2019,235.64,41.68,75.06,73.27,1.7,19.38,32.97
DL033,5/10/2019,201.65,11.03,45.12,32.83,1.17,23.28,38.96
DL033,5/11/2019,150.71,8.03,51.57,33.55,1.3,17.6,53.66
DL033,5/12/2019,301.29,7.15,53.18,33.99,1.36,14.02,53.53
DL033,5/13/2019,206.59,17.51,71.98,52.27,1.6,20.59,56.88
DL033,5/14/2019,62.14,6.77,46.36,30.08,1.0,10.08,50.59
DL033,5/15/2019,115.1,23.51,83.15,63.03,1.58,10.91,22.22
DL033,5/16/2019,117.08,23.7,71.2,56.83,1.22,8.1,33.25
DL033,5/17/2019,176.55,37.72,58.93,61.52,1.24,8.58,34.47
DL033,5/18/2019,35.31,7.38,42.12,28.31,1.23,8.52,35.85
DL033,5/19/2019,77.07,16.32,64.84,47.51,1.16,11.46,50.43
DL033,5/20/2019,134.41,41.48,86.7,79.3,1.48,12.63,43.68
DL033,5/21/2019,78.77,17.0,68.85,50.2,1.07,13.55,44.42
DL033,5/22/2019,99.18,38.48,68.82,66.55,1.63,13.38,31.24
DL033,5/23/2019,118.32,56.73,72.47,83.93,1.61,13.07,45.71
DL033,5/24/2019,41.47,29.16,50.91,49.95,1.25,10.73,19.87
DL033,5/25/2019,48.57,6.7,40.7,27.0,0.95,9.72,43.4
DL033,5/26/2019,63.62,8.37,60.57,38.92,1.16,10.76,49.6
DL033,5/27/2019,84.94,13.8,73.91,50.35,1.26,13.82,47.03
DL033,5/28/2019,82.13,21.18,85.43,62.39,1.15,18.3,46.33
DL033,5/29/2019,111.68,29.82,84.7,68.78,1.41,19.91,56.67
DL033,5/30/2019,127.35,111.45,97.55,141.03,2.07,15.11,49.21
DL033,5/31/2019,178.82,43.76,68.5,71.44,1.47,16.32,56.31
DL033,6/1/2019,142.93,57.13,77.87,87.07,1.51,11.68,34.64
DL033,6/2/2019,90.83,4.96,31.09,20.5,1.16,9.44,6.44
DL033,6/3/2019,134.62,4.55,22.92,15.83,1.09,9.77,3.52
DL033,6/4/2019,83.6,4.6,32.62,20.98,1.28,9.11,24.68
DL033,6/5/2019,105.9,7.3,50.08,32.48,1.31,8.22,52.05
DL033,6/6/2019,126.18,22.04,63.27,51.26,1.05,9.56,52.05
DL033,6/7/2019,85.9,5.26,40.66,25.65,1.11,9.16,77.37
DL033,6/8/2019,97.21,16.2,62.28,46.09,1.42,10.04,53.54
DL033,6/9/2019,158.82,107.97,101.77,140.5,2.1,13.08,64.94
DL033,6/10/2019,127.84,71.58,100.6,110.78,1.81,12.14,45.38
DL033,6/11/2019,274.53,47.77,68.92,75.32,1.23,10.43,27.39
DL033,6/12/2019,142.27,14.53,34.59,30.54,0.7,8.19,58.23
DL033,6/13/2019,104.31,12.43,47.92,35.43,1.03,7.29,47.03
DL033,6/14/2019,104.99,13.61,52.06,38.58,0.87,8.01,50.36
DL033,6/15/2019,120.26,23.98,77.6,60.46,0.88,11.56,47.05
DL033,6/16/2019,73.61,7.97,23.21,18.72,0.61,5.8,32.82
DL033,6/17/2019,64.17,9.76,33.88,25.8,0.77,6.11,27.38
DL033,6/18/2019,50.43,9.92,45.68,32.23,0.81,6.09,33.46
DL033,6/19/2019,93.97,18.48,59.94,45.51,1.62,7.83,65.44
DL033,6/20/2019,100.89,7.6,41.03,27.44,1.08,4.41,102.57
DL033,6/21/2019,86.19,8.15,58.99,37.89,1.4,10.89,50.91
DL033,6/22/2019,78.23,9.62,61.07,40.16,0.91,9.46,55.21
DL033,6/23/2019,44.33,6.54,16.96,14.25,0.74,8.84,42.12
DL033,6/24/2019,65.24,6.83,22.96,17.66,1.32,8.84,13.04
DL033,6/25/2019,99.08,8.19,32.14,23.64,1.45,8.93,23.66
DL033,6/26/2019,102.89,12.51,48.32,35.71,1.22,8.03,20.55
DL033,6/27/2019,116.13,11.8,47.63,34.77,1.07,8.56,28.72
DL033,6/28/2019,109.68,11.7,47.12,34.39,1.14,9.4,23.56
DL033,6/29/2019,141.88,15.2,39.78,33.31,0.96,8.11,21.84
DL033,6/30/2019,154.42,25.93,40.6,42.34,0.98,8.55,23.38
DL033,7/1/2019,116.74,9.68,32.54,25.05,0.83,9.01,37.21
DL033,7/2/2019,125.86,6.78,27.23,19.87,0.85,8.72,42.06
DL033,7/3/2019,68.6,3.31,17.12,11.74,1.16,7.42,25.49
DL033,7/4/2019,56.85,8.35,26.78,20.9,1.02,8.21,14.59
DL033,7/5/2019,59.06,21.66,40.03,38.62,1.45,9.75,6.6
DL033,7/6/2019,52.99,4.9,25.23,17.32,0.75,8.75,15.5
DL033,7/7/2019,51.17,4.6,27.91,18.52,0.94,9.47,21.98
DL033,7/8/2019,59.57,7.28,34.64,24.27,0.98,9.61,15.23
DL033,7/9/2019,56.38,5.51,29.66,20.18,0.93,9.6,8.14
DL033,7/10/2019,94.32,10.79,28.17,23.61,0.93,9.0,6.92
DL033,7/11/2019,100.47,11.66,24.03,22.11,0.88,8.27,6.98
DL033,7/12/2019,97.33,7.74,24.83,19.38,1.16,8.65,4.12
DL033,7/13/2019,78.84,6.18,21.16,16.18,0.89,8.36,7.64
DL033,7/14/2019,73.84,6.07,22.6,16.82,0.86,8.73,7.95
DL033,7/15/2019,70.38,6.42,24.42,18.09,1.04,9.1,9.35
DL033,7/16/2019,49.73,4.5,22.19,15.4,1.07,8.3,14.7
DL033,7/17/2019,37.13,7.58,31.8,22.98,0.84,8.49,10.62
DL033,7/18/2019,45.4,9.52,35.24,26.34,1.56,6.16,12.28
DL033,7/19/2019,129.16,24.31,55.88,49.17,1.55,6.66,24.66
DL033,7/20/2019,48.25,7.23,35.13,24.45,1.67,7.14,11.41
DL033,7/21/2019,26.85,20.91,23.16,29.03,1.37,6.89,13.74
DL033,7/22/2019,57.12,44.09,25.5,48.62,1.59,6.3,15.41
DL033,7/23/2019,102.09,29.13,32.14,40.4,1.59,7.58,18.58
DL033,7/24/2019,90.16,10.02,41.85,30.11,1.23,6.16,20.2
DL033,7/25/2019,42.26,4.0,57.06,32.92,0.75,4.94,15.37
DL033,7/26/2019,36.03,7.31,42.12,28.21,1.14,5.86,11.26
DL033,7/27/2019,49.81,11.67,32.39,26.56,1.11,6.74,13.1
DL033,7/28/2019,43.34,10.73,29.86,24.46,0.73,6.67,13.97
DL033,7/29/2019,46.92,10.31,29.7,24.05,0.94,6.32,15.65
DL033,7/30/2019,49.3,11.25,32.66,26.32,0.67,6.63,14.75
DL033,7/31/2019,44.02,10.97,29.49,24.46,0.75,5.86,20.63
DL033,8/1/2019,42.68,11.05,31.28,25.45,0.64,5.37,22.64
DL033,8/2/2019,44.0,12.37,31.22,26.5,0.78,5.34,18.34
DL033,8/3/2019,48.31,11.11,37.85,28.88,0.98,5.81,9.18
DL033,8/4/2019,47.63,12.12,28.52,24.46,1.09,5.16,16.68
DL033,8/5/2019,40.99,10.61,33.55,26.25,1.35,6.6,16.93
DL033,8/6/2019,34.51,10.02,33.61,25.78,1.49,8.04,11.78
DL033,8/7/2019,37.81,23.43,39.02,37.84,1.27,8.26,19.89
DL033,8/8/2019,40.42,12.04,42.21,32.04,0.98,8.29,17.78
DL033,8/9/2019,29.49,4.09,32.8,20.54,0.83,8.1,17.3
DL033,8/10/2019,27.11,3.53,31.15,19.36,1.02,7.02,18.38
DL033,8/11/2019,32.94,4.46,32.89,20.93,0.94,7.64,20.2
DL033,8/12/2019,38.97,7.41,29.97,21.72,0.69,8.38,16.34
DL033,8/13/2019,40.98,9.87,23.92,20.62,0.47,8.91,7.1
DL033,8/16/2019,24.57,5.73,26.84,18.82,1.42,8.39,13.36
DL033,8/17/2019,26.64,6.97,24.19,18.41,1.08,8.77,6.57
DL033,8/18/2019,35.58,12.19,20.53,20.4,1.3,9.61,8.26
DL033,8/19/2019,40.74,30.74,26.61,36.46,1.28,8.36,14.92
DL033,8/20/2019,54.1,17.58,23.1,26.13,1.41,10.23,19.14
DL033,8/21/2019,60.48,10.65,30.26,24.53,1.68,7.28,18.8
DL033,8/22/2019,52.59,22.32,32.55,33.42,1.31,6.73,15.44
DL033,8/23/2019,70.93,49.86,17.82,40.09,1.18,9.45,15.28
DL033,8/24/2019,89.96,61.67,29.06,45.55,1.81,10.05,14.47
DL033,8/25/2019,45.5,10.85,35.38,27.48,1.37,8.33,11.59
DL033,8/26/2019,45.77,18.78,20.49,25.41,1.42,8.67,14.94
DL033,8/27/2019,53.04,14.51,29.59,25.32,1.39,8.24,21.74
DL033,8/28/2019,63.39,4.42,49.17,29.38,1.07,7.17,28.51
DL033,8/29/2019,44.08,3.61,50.48,29.37,1.33,9.63,28.1
DL033,8/30/2019,68.97,10.07,58.94,39.31,1.14,7.76,29.83
DL033,8/31/2019,68.74,19.1,70.34,52.64,1.55,10.22,27.08
DL033,9/1/2019,65.38,10.54,55.54,37.86,1.33,10.3,21.2
DL033,9/2/2019,63.84,11.9,29.17,22.25,1.24,10.29,38.66
DL033,9/3/2019,85.41,11.6,58.67,40.36,1.03,7.54,27.94
DL033,9/4/2019,78.05,10.75,46.93,33.51,0.89,6.27,28.3
DL033,9/5/2019,52.98,9.33,37.43,27.34,0.91,6.93,24.06
DL033,9/6/2019,52.45,12.58,30.57,26.32,1.12,7.34,27.37
