StationId,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3
AP001,11/24/2017,71.36,1.75,20.65,12.4,0.1,10.76,109.26
AP001,11/25/2017,81.4,1.44,20.5,12.08,0.12,15.24,127.09
AP001,11/26/2017,78.32,1.26,26.0,14.85,0.14,26.96,117.44
AP001,11/27/2017,88.76,6.6,30.85,21.77,0.11,33.59,111.81
AP001,11/28/2017,64.18,2.56,28.07,17.01,0.09,19.0,138.18
AP001,11/29/2017,72.47,5.23,23.2,16.59,0.16,10.55,109.74
AP001,11/30/2017,69.8,4.69,20.17,14.54,0.12,14.07,118.09
AP001,12/1/2017,73.96,4.58,19.29,13.97,0.1,13.9,123.8
AP001,12/2/2017,89.9,7.71,26.19,19.87,0.1,19.37,128.73
AP001,12/3/2017,87.14,0.97,21.31,12.12,0.15,11.41,114.8
AP001,12/4/2017,84.64,4.02,26.98,17.58,0.18,9.84,112.41
AP001,12/5/2017,88.36,3.7,20.23,13.75,0.12,14.02,117.93
AP001,12/6/2017,96.83,1.6,25.65,14.99,0.11,16.54,117.21
AP001,12/7/2017,117.46,4.26,41.1,25.32,0.13,28.79,94.63
AP001,12/8/2017,122.88,5.56,54.87,33.71,0.27,22.97,68.6
AP001,12/9/2017,74.28,6.1,44.97,28.88,0.09,21.9,60.62
AP001,12/10/2017,50.32,1.73,33.85,19.41,0.1,13.65,68.15
AP001,12/11/2017,58.47,4.93,41.64,26.15,0.16,18.37,73.75
AP001,12/12/2017,89.35,7.97,42.1,28.88,0.24,7.42,44.67
AP001,12/13/2017,64.42,7.2,34.78,24.36,0.15,5.81,50.16
AP001,12/14/2017,69.4,5.81,29.97,20.67,0.14,5.8,55.0
AP001,12/15/2017,71.07,4.19,25.0,16.7,0.1,8.33,79.04
AP001,12/16/2017,79.76,8.77,40.92,28.84,0.17,8.51,73.17
AP001,12/17/2017,108.06,7.29,47.05,30.94,0.08,16.05,70.74
AP001,12/18/2017,100.75,7.63,53.94,33.45,0.11,14.05,59.2
AP001,12/19/2017,106.25,2.74,43.09,21.78,0.13,15.45,66.9
AP001,12/20/2017,83.79,6.77,47.47,30.74,0.3,13.35,77.54
AP001,12/21/2017,79.98,7.02,49.55,32.07,0.14,13.58,79.71
AP001,12/22/2017,76.27,7.51,56.0,35.9,0.15,29.88,56.97
AP001,12/23/2017,86.5,5.24,42.0,26.6,0.15,11.85,73.09
AP001,12/24/2017,100.62,3.75,47.68,28.41,0.22,10.85,62.78
AP001,12/25/2017,110.73,1.69,31.06,17.89,0.1,12.23,76.07
AP001,12/26/2017,107.7,4.97,43.54,27.2,0.17,18.07,64.6
AP001,12/27/2017,104.81,9.59,63.48,41.57,0.23,17.01,63.87
AP001,12/28/2017,89.95,10.95,64.53,43.23,0.27,15.52,62.49
AP001,12/29/2017,74.58,6.14,46.65,29.81,0.17,9.47,67.11
AP001,12/30/2017,56.68,4.6,33.26,21.44,0.1,8.26,66.91
AP001,12/31/2017,61.03,5.51,39.5,25.49,0.08,11.45,61.91
AP001,1/1/2018,59.03,3.45,23.36,15.23,0.09,26.05,87.55
AP001,1/2/2018,61.88,3.87,23.14,15.45,0.09,12.81,81.38
AP001,1/3/2018,71.57,5.01,39.99,25.36,0.09,16.82,80.3
AP001,1/4/2018,92.44,5.84,53.79,33.36,0.11,16.93,71.09
AP001,1/5/2018,92.9,6.38,56.39,35.19,0.08,23.11,68.79
AP001,1/6/2018,85.15,11.05,61.55,41.72,0.07,11.86,90.8
AP001,1/7/2018,81.47,6.45,46.9,30.18,0.07,9.63,96.49
AP001,1/8/2018,81.58,3.97,34.93,21.81,0.09,12.81,118.91
AP001,1/9/2018,79.56,4.44,37.58,23.6,0.05,17.77,137.61
AP001,1/10/2018,87.43,3.9,37.31,23.02,0.1,13.4,121.72
AP001,1/11/2018,87.33,3.95,42.52,25.82,0.08,35.39,106.17
AP001,1/12/2018,110.39,4.54,52.24,31.49,0.04,36.01,82.2
AP001,1/13/2018,77.51,3.85,36.41,22.49,0.05,14.36,72.16
AP001,1/14/2018,86.96,3.65,28.32,18.03,0.05,4.83,62.6
AP001,1/15/2018,76.29,2.96,21.35,13.75,0.05,8.75,69.99
AP001,1/16/2018,67.06,3.22,20.25,13.29,0.06,4.7,54.92
AP001,1/17/2018,68.34,3.71,26.26,16.99,0.06,6.43,45.63
AP001,1/18/2018,66.28,7.36,45.13,29.99,0.05,7.21,45.97
AP001,1/19/2018,64.98,6.98,45.4,29.83,0.06,8.83,50.28
AP001,1/20/2018,75.46,9.56,56.53,37.84,0.13,30.48,51.98
AP001,1/21/2018,81.58,4.99,38.15,24.35,0.05,11.04,59.76
AP001,1/22/2018,78.27,5.98,45.36,29.01,0.06,10.32,58.53
AP001,1/23/2018,79.01,6.16,45.43,29.17,0.06,10.18,58.04
AP001,1/24/2018,77.98,5.09,44.96,28.04,0.06,7.22,50.69
AP001,1/25/2018,77.96,8.4,59.92,38.7,0.06,31.01,40.77
AP001,1/26/2018,79.04,6.19,43.61,28.23,0.08,8.67,45.46
AP001,1/27/2018,77.78,6.1,43.84,28.33,0.09,7.62,43.26
AP001,1/28/2018,76.48,4.06,33.37,21.04,0.06,7.49,45.71
AP001,1/29/2018,74.2,4.3,35.82,22.55,0.07,12.16,53.0
AP001,1/30/2018,78.23,5.36,45.76,28.7,0.05,12.45,45.35
AP001,1/31/2018,68.53,8.28,61.52,39.46,0.04,23.68,37.99
AP001,2/1/2018,62.08,10.08,62.18,41.29,0.05,8.97,34.93
AP001,2/2/2018,50.64,6.48,45.52,29.49,0.07,10.61,40.57
AP001,2/3/2018,44.21,3.63,34.37,21.23,0.07,5.86,31.73
AP001,2/4/2018,50.71,7.91,35.16,25.13,0.06,8.16,32.58
AP001,2/5/2018,42.27,4.95,30.69,20.33,0.66,8.99,32.18
AP001,2/6/2018,39.41,3.21,28.53,17.83,0.81,5.86,28.72
AP001,2/7/2018,50.56,6.93,37.27,25.44,0.97,5.25,23.36
AP001,2/8/2018,50.54,2.91,26.96,16.74,0.9,17.9,36.66
AP001,2/9/2018,26.22,2.24,20.1,12.54,0.61,8.25,23.74
AP001,2/10/2018,31.83,2.76,16.83,11.14,0.61,5.87,24.72
AP001,2/11/2018,70.26,0.4,11.87,6.57,0.62,7.29,31.4
AP001,2/12/2018,59.47,0.54,12.85,7.18,0.68,7.62,30.57
AP001,2/13/2018,58.71,0.41,13.88,7.62,0.86,6.89,36.2
AP001,2/14/2018,56.29,0.25,16.71,9.02,0.95,12.91,48.39
AP001,2/15/2018,50.41,1.68,25.6,15.01,0.69,11.81,33.46
AP001,2/16/2018,57.53,1.94,25.03,14.88,0.78,25.39,31.15
AP001,2/17/2018,43.82,1.45,16.01,9.45,0.67,17.62,27.62
AP001,2/18/2018,42.71,15.9,17.35,22.25,0.49,9.53,30.68
AP001,2/19/2018,54.73,3.49,12.79,9.73,0.58,8.21,30.21
AP001,2/20/2018,50.91,4.55,16.33,12.39,0.64,10.34,26.24
AP001,2/21/2018,38.5,4.5,16.82,12.69,0.58,11.02,26.62
AP001,2/22/2018,32.21,7.39,17.33,15.32,0.6,11.81,24.84
AP001,2/23/2018,35.36,6.13,17.75,14.52,0.85,10.87,23.99
AP001,2/24/2018,59.65,8.21,19.14,16.94,0.7,10.82,21.64
AP001,2/27/2018,39.52,19.35,21.18,27.0,0.81,15.02,18.8
AP001,2/28/2018,43.08,5.34,19.02,14.54,0.79,22.7,25.64
AP001,3/1/2018,38.1,7.1,22.21,17.68,0.79,13.89,22.73
AP001,3/2/2018,33.08,5.37,18.83,14.38,0.72,8.98,23.63
AP001,3/3/2018,29.7,4.45,17.33,13.01,0.65,9.71,29.26
AP001,3/4/2018,38.67,4.45,22.81,15.74,0.66,12.63,22.9
AP001,3/5/2018,30.04,11.58,24.74,22.65,0.78,8.98,17.81
AP001,3/6/2018,39.72,19.66,26.29,30.06,0.81,9.68,17.53
AP001,3/7/2018,38.21,5.71,19.03,14.85,0.75,8.03,22.81
AP001,3/8/2018,58.31,11.93,28.85,25.14,1.03,10.21,22.24
AP001,3/9/2018,62.49,8.08,22.65,18.7,0.91,12.68,26.26
AP001,3/10/2018,49.04,5.75,19.92,15.26,0.64,6.82,26.52
AP001,3/11/2018,41.67,2.74,13.08,9.19,0.78,8.35,30.38
AP001,3/12/2018,32.44,6.01,19.07,15.02,0.68,7.75,21.52
AP001,3/13/2018,26.43,10.73,20.82,19.8,0.72,9.43,16.52
AP001,3/14/2018,25.08,7.17,15.22,13.94,0.56,8.63,13.8
AP001,3/15/2018,26.09,4.9,10.42,9.51,0.58,11.33,21.38
AP001,3/16/2018,16.62,4.9,8.18,8.43,0.58,6.37,12.68
AP001,3/17/2018,49.58,4.98,19.05,14.27,0.7,12.47,20.32
AP001,3/18/2018,43.52,6.41,20.43,16.16,0.8,10.57,23.36
AP001,3/19/2018,39.83,4.63,14.37,11.5,0.7,8.89,23.13
AP001,3/20/2018,36.89,6.62,18.83,15.39,0.57,7.04,13.58
AP001,3/21/2018,48.71,5.63,14.86,12.65,0.92,15.45,27.48
AP001,3/22/2018,52.69,4.69,14.44,11.58,0.59,16.81,19.03
AP001,3/23/2018,46.48,4.35,14.79,11.5,0.6,15.55,21.04
AP001,3/24/2018,44.22,3.56,8.53,7.52,0.73,9.61,23.87
AP001,3/25/2018,35.91,2.94,6.99,6.19,0.67,3.69,27.58
AP001,3/26/2018,39.05,3.43,9.86,8.11,0.68,7.26,23.74
AP001,3/27/2018,30.21,5.11,11.29,10.25,0.58,13.19,20.89
AP001,3/28/2018,31.14,4.25,10.36,9.05,0.83,14.42,20.99
AP001,3/29/2018,26.82,3.63,7.68,7.14,0.69,13.63,23.6
AP001,3/30/2018,26.34,3.49,8.43,7.41,0.57,18.83,23.6
AP001,3/31/2018,28.48,3.06,6.86,6.23,0.64,12.97,24.19
AP001,4/1/2018,21.83,2.69,5.28,5.09,0.55,8.3,23.34
AP001,4/2/2018,24.23,4.32,14.33,11.23,0.56,9.95,23.86
AP001,4/3/2018,22.29,4.38,11.27,9.64,0.67,8.08,19.63
AP001,4/4/2018,25.28,4.93,9.65,9.24,0.72,8.7,19.64
AP001,4/5/2018,19.68,2.06,6.63,5.2,0.69,5.86,14.34
AP001,4/6/2018,29.89,5.08,9.62,9.25,0.87,10.34,20.63
AP001,4/7/2018,24.4,5.01,10.84,9.84,0.74,7.4,13.13
AP001,4/8/2018,20.05,4.17,13.54,10.69,0.65,10.35,34.29
AP001,4/9/2018,23.72,4.18,8.86,8.18,0.81,6.71,19.29
AP001,4/10/2018,26.12,4.8,11.71,10.14,0.5,6.88,14.32
AP001,4/12/2018,9.25,4.7,4.6,6.48,0.54,6.2,21.66
AP001,4/13/2018,7.16,3.86,5.22,5.99,0.59,6.62,14.29
AP001,4/14/2018,7.97,4.26,6.48,7.0,0.61,6.01,11.52
AP001,4/15/2018,6.48,2.39,3.54,3.83,0.47,5.97,11.63
AP001,4/16/2018,7.2,3.7,5.73,6.14,0.5,7.01,18.9
AP001,4/17/2018,8.27,3.72,5.86,6.14,0.53,6.69,7.51
AP001,4/18/2018,17.79,4.51,6.55,7.31,0.73,10.53,28.54
AP001,4/19/2018,9.21,2.67,3.26,3.9,0.44,6.91,11.95
AP001,4/20/2018,24.83,3.41,6.22,6.25,0.56,15.16,30.26
AP001,4/21/2018,19.78,3.0,4.9,5.14,0.66,7.64,23.67
AP001,4/22/2018,8.85,2.7,3.86,4.26,0.36,5.44,20.73
AP001,4/24/2018,23.35,4.6,7.1,7.6,0.62,11.15,34.95
AP001,4/25/2018,18.48,3.36,12.71,9.5,0.76,7.38,17.57
AP001,4/26/2018,24.79,4.32,7.23,7.54,0.6,13.05,29.11
AP001,4/27/2018,11.04,3.76,5.11,5.87,0.48,6.21,16.31
AP001,4/28/2018,9.74,3.94,4.84,5.87,0.66,7.51,12.65
AP001,4/29/2018,10.35,3.51,5.55,5.81,1.01,5.38,7.55
AP001,4/30/2018,28.85,3.84,5.51,6.23,0.45,5.93,32.05
AP001,5/1/2018,22.81,3.12,6.96,6.33,0.8,7.09,34.26
AP001,5/2/2018,28.54,4.29,22.75,15.68,0.85,7.28,32.62
AP001,5/3/2018,18.46,3.59,14.17,10.55,0.49,6.37,30.3
AP001,5/4/2018,23.9,4.65,26.74,18.01,0.56,6.01,12.46
AP001,5/8/2018,29.12,3.36,10.7,8.42,0.54,17.55,53.09
AP001,5/9/2018,14.42,3.41,6.9,6.44,0.43,9.19,35.44
AP001,5/10/2018,19.06,5.12,9.93,9.48,0.54,8.34,51.0
AP001,5/11/2018,12.42,4.47,10.28,9.11,0.51,5.82,36.88
AP001,5/12/2018,21.4,4.04,8.19,7.82,0.57,9.63,56.23
AP001,5/13/2018,16.78,2.87,5.94,5.57,0.4,7.31,50.24
AP001,5/14/2018,19.77,3.66,10.0,8.38,1.03,12.02,43.79
AP001,5/15/2018,22.63,2.87,14.93,10.28,0.26,9.43,41.32
AP001,5/16/2018,22.44,4.24,10.94,9.25,1.31,7.48,40.74
AP001,5/17/2018,15.2,4.69,9.26,8.84,1.18,6.82,54.21
AP001,5/18/2018,9.58,3.12,9.05,7.35,0.59,7.27,122.21
AP001,5/23/2018,20.52,4.36,11.91,10.02,0.25,7.92,79.94
AP001,5/24/2018,25.62,4.28,13.88,10.97,0.48,7.3,44.62
AP001,5/25/2018,40.32,4.36,11.3,9.65,0.5,7.57,24.35
AP001,5/26/2018,13.07,3.8,8.59,7.75,0.46,6.09,29.05
AP001,5/27/2018,16.56,3.03,7.25,6.31,0.41,6.48,62.01
AP001,5/28/2018,19.57,3.72,7.72,7.22,0.34,5.99,64.58
AP001,5/29/2018,30.96,3.63,10.82,8.8,0.36,11.72,82.13
AP001,5/30/2018,32.1,3.17,10.17,8.07,0.29,6.4,105.09
AP001,5/31/2018,31.82,3.17,9.57,7.76,0.32,9.41,100.6
AP001,6/1/2018,37.5,3.27,11.57,8.91,0.57,4.53,79.11
AP001,6/2/2018,23.25,4.29,15.21,11.68,0.43,9.78,57.54
AP001,6/3/2018,27.42,3.36,19.38,13.04,0.32,6.83,77.6
AP001,6/4/2018,31.26,2.6,10.78,7.92,0.4,7.7,100.25
AP001,6/5/2018,28.12,2.67,13.18,9.28,0.38,7.28,126.43
AP001,6/6/2018,32.33,3.37,18.42,12.62,0.51,6.22,44.58
AP001,6/7/2018,19.29,2.93,13.9,9.86,0.42,5.87,65.87
AP001,6/8/2018,17.99,2.8,10.45,7.92,0.32,6.37,63.95
AP001,6/9/2018,12.72,2.33,9.03,6.78,0.4,5.82,72.26
AP001,6/10/2018,13.65,1.9,6.11,4.79,0.46,7.1,60.03
AP001,6/11/2018,17.64,3.95,10.06,8.65,0.49,5.81,46.41
AP001,6/12/2018,23.43,5.5,13.82,11.83,0.79,6.68,46.96
AP001,6/13/2018,25.92,4.85,15.08,11.96,0.61,6.36,36.27
AP001,6/14/2018,32.7,3.83,11.83,9.5,0.55,8.41,47.71
AP001,6/15/2018,31.58,4.62,13.57,11.07,1.13,8.66,62.14
AP001,6/16/2018,22.9,3.08,10.96,8.42,0.75,5.29,61.1
AP001,6/17/2018,24.23,3.0,8.32,6.95,0.98,9.0,59.68
AP001,6/18/2018,17.92,3.53,7.85,7.13,0.46,6.66,52.83
AP001,6/19/2018,17.38,4.73,9.13,8.79,0.84,6.18,54.36
AP001,6/20/2018,19.06,4.75,11.31,9.96,1.02,5.43,62.58
AP001,6/21/2018,18.81,3.91,11.7,9.49,1.01,5.53,62.72
AP001,6/22/2018,18.69,3.48,12.39,9.52,0.81,7.62,68.32
AP001,6/23/2018,17.85,3.35,11.42,8.88,1.05,6.86,63.17
AP001,6/24/2018,18.09,3.0,7.26,6.39,1.0,6.14,64.6
AP001,6/25/2018,18.93,3.85,7.4,7.15,0.55,6.76,50.27
AP001,6/26/2018,16.86,2.98,8.54,6.96,0.52,7.12,50.39
AP001,6/27/2018,16.85,5.26,10.6,10.0,0.57,7.55,43.4
AP001,6/28/2018,16.46,5.95,17.41,14.19,0.61,4.72,40.44
AP001,6/29/2018,18.4,4.29,13.66,10.85,0.38,5.51,48.0
AP001,6/30/2018,20.31,3.84,12.76,9.99,0.41,7.54,61.59
AP001,7/1/2018,23.99,3.45,16.64,11.74,0.51,5.01,46.14
AP001,7/2/2018,20.36,4.47,15.53,11.98,0.52,6.62,53.13
AP001,7/3/2018,15.08,5.11,13.96,11.66,0.4,4.9,44.36
AP001,7/4/2018,19.42,5.64,13.23,11.71,0.41,5.6,47.28
AP001,7/5/2018,13.93,5.11,10.72,9.94,0.33,6.52,44.77
AP001,7/6/2018,18.29,6.12,17.63,14.44,0.63,6.53,37.35
AP001,7/7/2018,17.25,2.58,6.82,5.82,0.37,4.65,65.23
AP001,7/8/2018,13.43,2.11,5.31,4.54,0.46,5.17,54.03
AP001,7/9/2018,16.83,3.04,7.43,6.51,0.37,5.69,61.43
AP001,7/10/2018,18.16,3.03,6.81,6.17,0.36,5.36,53.27
AP001,7/11/2018,16.89,2.61,6.37,5.51,0.39,6.75,54.84
AP001,7/12/2018,15.95,7.52,7.16,10.56,0.64,8.77,37.76
AP001,7/13/2018,14.05,2.4,7.74,6.2,0.16,6.45,30.33
AP001,7/14/2018,9.85,3.12,7.5,6.61,0.4,6.02,21.63
AP001,7/15/2018,8.68,2.19,5.01,4.44,0.31,6.29,19.52
AP001,7/16/2018,7.5,3.64,6.56,6.54,0.3,7.42,20.89
AP001,7/17/2018,7.75,4.99,8.7,8.78,0.44,10.4,25.38
AP001,7/18/2018,10.45,4.1,11.13,9.34,0.47,9.94,28.24
AP001,7/19/2018,12.7,4.31,9.81,8.8,0.42,8.98,32.3
AP001,7/20/2018,14.48,5.28,12.77,11.09,0.5,9.81,24.28
AP001,7/21/2018,17.96,5.68,14.95,12.66,0.69,6.51,32.73
AP001,7/22/2018,16.87,2.22,7.8,5.94,0.38,12.46,31.82
AP001,7/23/2018,16.46,7.42,15.94,13.64,0.47,13.78,34.5
AP001,7/24/2018,17.42,5.71,16.26,13.39,0.47,11.83,28.85
AP001,7/25/2018,17.79,7.15,16.25,14.55,0.62,10.42,26.08
AP001,7/26/2018,18.75,4.66,15.45,12.1,0.55,9.13,27.44
AP001,7/27/2018,11.92,3.33,7.75,6.92,0.57,10.97,29.93
AP001,7/28/2018,17.74,10.41,20.1,19.29,0.49,10.98,27.33
AP001,7/29/2018,21.78,5.21,20.63,15.21,0.44,9.64,25.7
AP001,7/30/2018,28.31,9.45,24.83,20.98,0.54,6.69,31.12
AP001,7/31/2018,27.1,9.04,23.91,20.07,0.47,12.6,23.43
AP001,8/1/2018,20.21,4.66,16.41,12.61,0.34,6.74,29.91
AP001,8/2/2018,18.52,6.99,18.33,15.52,0.43,12.46,28.73
AP001,8/3/2018,25.59,10.33,21.95,20.17,0.5,8.64,26.4
AP001,8/4/2018,21.79,4.79,15.65,12.3,0.38,11.1,30.57
AP001,8/5/2018,24.0,1.4,28.8,16.4,0.95,2.9,17.6
AP001,8/6/2018,17.79,5.56,14.87,12.57,0.42,11.28,30.9
AP001,8/7/2018,18.47,7.36,16.89,15.06,0.8,11.49,22.14
AP001,8/8/2018,16.73,6.61,16.05,14.0,0.44,9.02,20.11
AP001,8/9/2018,18.72,7.08,25.46,19.29,0.42,12.33,18.28
AP001,8/10/2018,11.39,4.4,11.2,9.63,0.39,9.47,21.17
AP001,8/11/2018,10.62,3.71,9.32,8.1,0.59,10.32,14.62
AP001,8/12/2018,8.1,2.78,8.58,6.84,0.77,8.72,14.52
AP001,8/13/2018,9.28,5.01,7.85,8.31,0.92,8.12,12.29
AP001,8/14/2018,7.45,3.99,8.92,8.08,0.88,8.35,16.01
AP001,8/15/2018,15.32,3.13,10.48,8.12,0.88,8.93,14.12
AP001,8/16/2018,8.84,3.77,6.74,6.74,0.95,8.39,21.01
AP001,8/17/2018,11.39,3.02,7.96,6.77,0.96,11.82,26.34
AP001,8/18/2018,12.51,2.71,6.6,5.8,0.86,9.47,28.28
AP001,8/19/2018,8.71,1.36,6.04,4.31,1.03,8.12,22.3
AP001,8/20/2018,10.46,6.49,11.24,10.45,0.99,10.48,18.45
AP001,8/21/2018,11.3,5.81,11.69,11.08,1.2,9.05,24.93
AP001,8/22/2018,7.0,1.7,7.66,5.45,1.08,8.39,17.77
AP001,8/23/2018,11.44,3.08,12.02,8.9,0.74,8.98,33.9
AP001,8/24/2018,15.76,4.78,19.03,14.1,1.36,9.46,23.34
AP001,8/25/2018,18.79,5.2,20.45,15.18,1.1,10.01,22.54
AP001,8/26/2018,15.05,3.3,14.59,10.44,0.95,10.12,22.85
AP001,8/27/2018,10.1,4.73,13.33,11.02,0.87,9.24,20.67
AP001,8/28/2018,14.43,6.66,16.04,14.03,0.95,9.76,24.54
AP001,8/29/2018,22.65,4.52,16.8,12.7,1.18,8.89,29.44
AP001,8/30/2018,28.45,6.68,19.36,15.81,1.39,9.78,29.76
AP001,8/31/2018,24.94,3.56,19.99,13.29,1.4,11.98,28.1
AP001,9/1/2018,26.24,4.63,21.34,15.23,1.68,11.17,27.98
AP001,9/2/2018,30.6,7.16,24.63,18.91,1.71,11.64,24.36
AP001,9/3/2018,21.81,12.19,23.75,22.67,1.64,11.8,29.05
AP001,9/4/2018,24.22,9.81,26.49,22.16,1.68,11.54,26.93
AP001,9/5/2018,19.82,5.45,17.14,13.64,1.82,12.89,29.25
AP001,9/6/2018,25.11,6.01,21.87,16.61,1.57,11.73,31.81
AP001,9/7/2018,31.3,9.49,25.22,21.23,1.48,11.06,35.61
AP001,9/8/2018,27.1,11.58,21.31,20.76,1.54,10.21,28.77
AP001,9/10/2018,26.73,12.65,30.67,26.74,1.32,12.74,37.63
AP001,9/11/2018,33.28,10.44,32.4,25.96,1.11,8.91,30.15
AP001,9/12/2018,40.66,4.78,23.58,16.52,0.76,10.9,38.55
AP001,9/13/2018,40.56,2.56,17.56,11.42,0.62,11.29,37.87
AP001,9/14/2018,37.93,3.85,20.86,14.32,0.78,8.91,34.81
AP001,9/15/2018,31.64,2.6,18.65,11.86,0.66,9.58,39.56
AP001,9/17/2018,27.69,7.18,27.31,20.52,1.56,9.59,40.29
AP001,9/18/2018,22.12,3.73,16.1,11.69,1.34,10.48,41.51
AP001,9/19/2018,29.25,4.16,17.41,12.79,0.81,11.24,42.2
AP001,9/20/2018,38.32,3.61,26.27,16.89,0.65,13.38,25.95
AP001,9/21/2018,35.02,2.84,21.04,13.5,0.74,6.28,41.37
AP001,9/22/2018,24.29,3.45,13.45,10.13,0.97,14.1,47.86
AP001,9/23/2018,19.69,3.1,12.18,9.0,0.43,12.28,27.91
AP001,9/24/2018,18.81,6.24,14.01,12.61,0.92,14.67,20.67
AP001,9/25/2018,26.13,8.3,22.94,19.06,0.82,27.0,30.84
AP001,9/26/2018,24.08,8.17,27.49,21.37,0.84,13.47,27.49
AP001,9/27/2018,21.81,6.87,28.22,20.75,0.62,17.33,25.36
AP001,9/28/2018,11.15,9.61,12.53,14.66,0.71,11.43,21.89
AP001,9/29/2018,14.58,15.55,15.29,20.86,0.85,14.92,20.11
AP001,10/1/2018,8.98,6.59,12.51,12.1,0.75,8.48,21.47
AP001,10/2/2018,9.7,20.22,13.81,23.79,0.72,7.25,14.92
AP001,10/3/2018,13.11,8.07,14.11,14.6,0.79,19.9,43.39
AP001,10/4/2018,14.15,7.63,14.53,14.09,0.54,13.81,30.86
AP001,10/5/2018,25.88,6.94,17.79,15.2,0.84,12.41,27.48
AP001,10/6/2018,49.7,8.38,25.91,20.65,0.76,14.31,46.63
AP001,10/7/2018,68.66,11.84,36.24,28.91,0.86,10.92,28.42
AP001,10/8/2018,53.52,14.4,35.17,30.56,1.44,13.94,52.71
AP001,10/9/2018,65.16,22.45,52.69,46.28,1.07,25.5,37.46
AP001,10/10/2018,52.88,5.52,26.45,18.96,0.81,31.74,57.33
AP001,10/11/2018,54.08,3.63,26.71,17.34,1.02,27.31,76.78
AP001,10/12/2018,40.99,4.32,29.54,19.32,0.6,24.37,44.5
AP001,10/13/2018,47.2,5.83,28.13,19.71,0.88,16.73,36.92
AP001,10/14/2018,39.22,4.9,24.58,17.06,0.95,10.6,25.73
AP001,10/15/2018,36.86,8.26,27.36,21.36,1.09,9.33,21.11
AP001,10/16/2018,34.41,10.35,25.38,22.0,1.07,10.8,21.99
AP001,10/17/2018,22.05,6.04,18.92,15.15,0.94,10.51,26.78
AP001,10/22/2018,72.23,7.73,41.66,28.64,1.21,38.88,44.59
AP001,10/23/2018,71.31,11.55,25.88,23.25,1.29,11.32,34.32
AP001,10/24/2018,63.54,4.41,25.81,17.47,1.17,19.34,47.53
AP001,10/25/2018,52.92,4.1,37.63,23.5,1.66,13.7,45.81
AP001,10/26/2018,56.53,9.84,36.38,27.43,1.18,13.43,41.17
AP001,10/27/2018,69.42,1.79,45.82,25.35,1.35,23.42,39.0
AP001,10/28/2018,53.53,1.52,38.23,21.54,0.88,15.52,37.22
AP001,10/29/2018,48.33,1.38,36.77,20.23,1.16,28.74,37.42
AP001,10/30/2018,58.65,1.23,36.24,20.27,1.26,14.54,31.09
AP001,10/31/2018,33.33,1.24,19.63,11.45,0.88,10.4,32.06
AP001,11/1/2018,17.62,5.59,35.39,21.13,0.6,12.5,37.06
AP001,11/2/2018,14.54,9.13,36.62,27.06,0.84,8.95,20.93
AP001,11/3/2018,12.7,4.68,30.66,20.22,0.89,8.59,23.45
AP001,11/4/2018,16.86,4.6,26.48,17.83,0.55,10.19,21.33
AP001,11/5/2018,21.58,20.4,39.44,37.67,0.73,10.43,19.42
AP001,11/6/2018,23.22,20.42,39.56,37.74,0.89,10.33,21.33
AP001,11/7/2018,28.39,11.5,45.23,33.61,1.04,10.36,35.14
AP001,11/8/2018,43.23,5.87,48.0,30.5,0.84,15.03,36.26
AP001,11/9/2018,51.51,20.08,57.93,47.24,1.07,12.3,26.53
AP001,11/10/2018,56.85,16.11,62.91,46.64,0.82,18.89,27.44
AP001,11/11/2018,68.25,15.11,65.0,46.85,1.22,25.14,30.3
AP001,11/12/2018,84.48,14.25,80.74,54.62,1.21,30.44,33.39
AP001,11/13/2018,77.38,22.55,75.54,58.58,1.15,30.69,35.94
AP001,11/14/2018,71.23,15.11,89.44,59.86,1.48,38.91,32.4
AP001,11/15/2018,38.29,6.56,64.69,40.04,1.32,24.47,43.96
AP001,11/16/2018,15.69,15.32,46.68,37.45,0.73,10.63,18.09
AP001,11/17/2018,16.21,13.93,43.42,34.5,0.87,7.51,17.51
AP001,11/18/2018,19.48,14.56,35.92,30.95,0.84,7.49,15.47
AP001,11/19/2018,26.8,5.44,38.81,25.15,1.03,9.65,22.63
AP001,11/20/2018,48.35,3.87,38.27,23.58,1.07,12.15,35.86
AP001,11/21/2018,50.02,3.59,47.93,28.6,0.89,16.66,43.61
AP001,11/22/2018,59.2,5.92,60.41,37.34,0.86,31.55,39.89
AP001,11/23/2018,56.0,11.95,87.35,58.15,1.43,13.65,59.8
AP001,11/24/2018,51.25,2.74,82.32,46.02,1.08,20.63,57.6
AP001,11/25/2018,78.19,5.87,78.98,46.8,1.32,19.96,50.12
AP001,11/26/2018,85.11,9.11,97.16,59.17,1.28,17.17,37.99
AP001,11/27/2018,93.95,19.47,105.22,71.79,1.81,20.78,39.9
AP001,11/28/2018,80.96,4.73,89.01,51.18,1.51,15.71,41.41
AP001,11/29/2018,52.64,3.64,66.83,38.5,1.84,19.81,49.85
AP001,11/30/2018,60.52,6.73,81.64,48.91,0.9,39.76,33.93
AP001,12/1/2018,77.86,10.69,90.28,56.71,1.16,14.21,22.45
AP001,12/2/2018,70.89,3.58,68.12,39.14,1.17,13.87,29.82
AP001,12/3/2018,74.34,4.54,69.78,40.81,1.09,14.03,33.95
AP001,12/4/2018,97.09,4.09,86.95,49.58,1.11,13.62,33.03
